Order Id,Product Id,Product Name,Region,Country Code,Marketing Channel,Purchase Platform,Account Creation Method,Purchase Ts,Created On,Ship Ts,Delivery Ts,Refund Ts,User Id,Currency,Local Price
ORD1015177,PROD107,"27"" 4K monitor ",North America , United States ,Online ,direct ,Social,2023-03-20T10:39:36.026Z,3/7/2023,3/23/2023,2023-03-25T10:39:36.026Z,,USER17876,USD,394
ORD1015178,PROD104,Gaming Headset,Europe,UK,Mobile App, Shopify ,Email,3/2/2024,2/3/2024,3/8/2024,3/14/2024,,USER38856,USD,95.7
ORD1015179,PROD102, Xbox Series X,Latin America, CL,partner ,eBay,Social,5/12/2019,4/26/2019,5/13/2019,2019-05-19T04:19:30.770Z,,USER08160,USD,458.81
ORD1015180,PROD105, Gaming Mouse,Latin America ,AR, In-Store ,walmart,Email,1/2/2024,12/25/2023,1/9/2024,1/13/2024,,USER47709,USD,68.84
ORD1015181,PROD102,Xbox Series X ,Latin America, CL, online,walmart,Email,1/9/2019,,1/12/2019,2019-01-17T06:50:47.081Z,,USER05472,USD,526.93
ORD1015182,PROD102, Xbox SeriesX , Asia Pacific ,JP, In-Store ,Direct,Email,12/28/2024,12/11/2024,12/29/2024,2025-01-01T04:33:35.481Z,1/16/2025,USER26091,USD,991.16
ORD1015183,PROD100,Play Station 5 , Middle East, UAE, In-Store, amazon,Social,2/22/2019,2/9/2019,2019-02-28T14:19:36.702Z,3/6/2019,,USER49563,USD,478.36
ORD1015184,PROD103, Dell gaming laptop ,North America, MX,in-store, Walmart,Social,8/18/2022,7/26/2022,8/24/2022,8/28/2022,,USER16685,USD,2481.59
ORD1015185,PROD105, DELL Gaming Mouse,Asia Pacific , KR ,Online,direct,,11/2/2019,2019-10-26T21:32:04.902Z,11/4/2019,,12/1/2019,USER05350,USD,82.46
ORD1015186,PROD105, DELL Gaming Mouse,, United Kingdom,Online, ebay ,Email,2023-01-24T17:31:25.844Z,2022-12-29T17:31:25.844Z,1/29/2023,2/3/2023,,USER05465,USD,57.05
ORD1015187,PROD106,External Storage 1TB,Europe ,FR ,in-store,Amazon,Social,1/6/2020,1/5/2020,1/7/2020,1/12/2020,,USER22697,US,119.76
ORD1015188,PROD103,Dell Laptop, Asia Pacific ,JP,In-Store , Shopify ,Social,3/9/2022,3/2/2022,3/12/2022,3/16/2022,,USER36378,USD,1604.42
ORD1015189,PROD102, XBOX SERIES X, Middle East,Saudi Arabia,mobile app , shopify ,Email,2022-04-25T21:45:49.140Z,2022-04-11T21:45:49.140Z,2022-05-02T21:45:49.140Z,5/5/2022,,USER23487,USD,615.72
ORD1015190,PROD100,PS5 ,Asia Pacific, Singapore ,mobile app,ebay,,2022-04-16T23:37:35.662Z,2022-03-31T23:37:35.662Z,4/21/2022,2022-04-26T23:37:35.662Z,,USER13799,USD,632.68
ORD1015191,PROD101,NINTENDO SWITCH ,Latin America, BR, Partner,Amazon,Email,2/1/2024,2024-01-17T15:01:23.219Z,2/3/2024,2/8/2024,,USER01907,USD,383.05
ORD1015192,PROD103, Dell Laptop ,Asia Pacific,South Korea, online, eBay ,Social,4/28/2021,2021-04-14T20:17:46.114Z,,5/8/2021,,USER14411,USD,2184.81
ORD1015193,PROD106,1TB Storage, Latin America,BR ,partner, Amazon,Social,2/16/2020,2020-01-30T17:42:01.446Z,2/22/2020,2/28/2020,,USER27837,USD,121.83
ORD1015194,PROD106, 1TB Storage,Middle East,Saudi Arabia ,Online ,Amazon ,Email,2021-11-30T12:01:41.788Z,11/28/2021,12/2/2021,2021-12-06T12:01:41.788Z,,USER44886,USD,249.63
ORD1015195,PROD105,DELL Gaming Mouse,Asia Pacific,Japan,mobile app,amazon ,Email,2024-08-26T04:30:52.144Z,8/1/2024,2024-08-29T04:30:52.144Z,9/4/2024,,USER49413,USD,66.57
ORD1015196,PROD102,XboxSeriesX ,Europe,UK ,Partner , amazon ,Email,9/17/2019,2019-08-20T00:08:37.113Z,9/21/2019,9/26/2019,,USER44317,USD,679.19
ORD1015197,PROD106,External Storage 1TB ,Europe ,United Kingdom , In-Store , Direct,Email,2019-03-26T05:25:53.623Z,2019-03-22T05:25:53.623Z,3/30/2019,2019-04-03T05:25:53.623Z,,USER25327,USD,84.45
ORD1015198,PROD104,Logitech Gaming Headset,Asia Pacific, Australia ,Mobile App, Walmart,Email,2/9/2020,2020-01-22T20:02:08.706Z,2/12/2020,2/15/2020,,USER31051,USD,99.94
ORD1015199,PROD102, XboxSeriesX,Latin America , CL,online, Walmart,Social,7/31/2021,7/12/2021,8/6/2021,8/10/2021,,USER36183,USD,710.58
ORD1015200,PROD102, Microsoft Xbox Series X,North America, MX, mobile app ,Walmart,Social,2024-03-27T16:06:02.488Z,3/25/2024,3/30/2024,4/1/2024,,USER19230,USD,616.3
ORD1015201,PROD106, external storage 1tb ,North America ,MX,Partner ,eBay,Email,2/12/2020,1/23/2020,2/16/2020,2/22/2020,,USER27688,USD,132.44
ORD1015202,PROD100, Play Station 5 , Asia Pacific ,Japan,In-Store,shopify,Email,12/4/2024,11/22/2024,12/10/2024,12/13/2024,,USER15793,USD,1156.75
ORD1015203,PROD104, Logitech Headset,Latin America,Argentina ,Mobile App,walmart ,Social,9/4/2022,8/18/2022,2022-09-08T00:56:24.914Z,2022-09-14T00:56:24.914Z,,USER27942,USD,118.8
ORD1015204,PROD105,DELL Gaming Mouse,Latin America,Argentina , mobile app,ebay ,,11/15/2019,,11/21/2019,11/25/2019,,USER29666,USD,78.39
ORD1015205,PROD104, Logitech Gaming Headset, Latin America,Chile ,partner, shopify,Email,2021-11-25T13:41:09.201Z,2021-11-15T13:41:09.201Z,11/26/2021,11/29/2021,,USER26736,usd,220.79
ORD1015206,PROD102,Xbox Series X,,UK, Mobile App,Shopify,Email,4/29/2021,4/19/2021,5/4/2021,5/7/2021,,USER33608,USD,781.17
ORD1015207,PROD102,Xbox Series X, North America, US,In-Store,ebay,Email,7/12/2024,7/9/2024,7/17/2024,7/21/2024,,USER07628,USD,432.99
ORD1015208,PROD100,PlayStation 5, Asia Pacific,Japan, Mobile App,direct,Social,10/27/2022,10/20/2022,10/30/2022,11/3/2022,11/29/2022,USER08923,USD,581.6
ORD1015209,PROD107, 27in 4K gaming monitor , Latin America,Argentina, Online ,Shopify,Social,5/17/2021,5/16/2021,5/18/2021,5/21/2021,,USER33986,USD,666.83
ORD1015210,PROD104,Gaming Headset, Asia Pacific , JP,in-store,shopify,Social,7/9/2024,7/8/2024,,7/16/2024,,USER17959,USD,73.97
ORD1015211,PROD102,Xbox SeriesX,,Singapore , mobile app , Amazon,Social,10/29/2020,2020-10-10T00:12:25.328Z,11/1/2020,,,USER48814,USD,741.93
ORD1015212,PROD104,Logitech Headset , Middle East ,SA,online,Walmart,Email,12/19/2023,2023-12-07T00:58:47.516Z,12/21/2023,12/27/2023,,USER00751,USD,178.29
ORD1015213,PROD105,DELL Gaming Mouse ,Europe,IT , partner, Shopify,Email,4/29/2020,4/20/2020,5/6/2020,5/11/2020,,USER11616,USD,65.93
ORD1015214,PROD103, DELL Gaming Laptop ,North America,US, mobile app, walmart ,Social,2024-04-11T19:00:46.852Z,2024-04-07T19:00:46.852Z,2024-04-14T19:00:46.852Z,2024-04-16T19:00:46.852Z,,USER22194,USD,1632.58
ORD1015215,PROD105, Gaming Mouse ,North America ,Mexico,Mobile App,Shopify,Email,3/16/2023,2/16/2023,3/23/2023,3/28/2023,,USER19926,USD,48.08
ORD1015216,PROD102, XboxSeriesX,Latin America,Chile, partner, eBay ,Social,2/1/2019,1/3/2019,2019-02-04T02:18:52.000Z,2/9/2019,,USER30416,USD,466.45
ORD1015217,PROD104,Logitech Gaming Headset , Latin America, BR ,In-Store,Direct,Email,2021-04-17T20:54:09.903Z,4/15/2021,,4/23/2021,,USER13838,USD,131.64
ORD1015218,PROD102,Xbox SeriesX, Latin America , Brazil ,partner , amazon ,Email,10/20/2019,2019-10-05T16:00:03.952Z,10/23/2019,10/26/2019,,USER33968,USD,541.89
ORD1015219,PROD104,Gaming Headset,Europe,France, Online, Walmart,Social,5/14/2023,4/16/2023,5/20/2023,2023-05-24T12:30:46.435Z,,USER34136,USD,83.1
ORD1015220,PROD103, Dell Gaming Laptop,Europe,Spain,Mobile App ,shopify ,Email,9/25/2019,9/8/2019,9/27/2019,,,USER30210,USD,1677.45
ORD1015221,PROD107,27in 4K Gaming Monitor,North America,USA, Partner, Shopify,Email,12/14/2024,12/4/2024,12/16/2024,12/19/2024,,USER46354,USD,868.18
ORD1015222,PROD107, 4K Gaming Monitor,Latin America, Argentina,Partner,ebay,Email,2022-04-01T04:48:01.135Z,3/19/2022,4/6/2022,4/10/2022,,USER46265,USD,510.26
ORD1015223,PROD103, Dell gaming laptop ,Middle East, UAE ,in-store ,ebay,Email,11/15/2020,10/17/2020,11/22/2020,2020-11-28T07:09:03.057Z,,USER01022,USD,3350.53
ORD1015224,PROD106, External Storage ,Latin America ,CL,mobile app,eBay ,Social,7/10/2020,6/20/2020,7/11/2020,7/15/2020,,USER03221,USD,111.52
ORD1015225,PROD107,27in 4K gaming monitor ,Latin America,AR,In-Store, Walmart ,Social,6/1/2019,,6/7/2019,6/12/2019,,USER23174,USD,307.46
ORD1015226,PROD104,logitech gaming headset ,North America,United States , Partner, direct,,10/8/2019,9/9/2019,10/9/2019,2019-10-11T07:01:21.929Z,,USER02440,usd,89.89
ORD1015227,PROD104,Gaming Headset ,North America ,Canada,Partner,direct,Social,8/21/2022,8/11/2022,8/23/2022,2022-08-28T13:15:04.199Z,,USER19416,USD,
ORD1015228,PROD102, Microsoft Xbox Series X, Europe, Spain ,In-Store, ebay,Email,8/2/2022,2022-07-31T10:49:32.772Z,2022-08-05T10:49:32.772Z,8/11/2022,,USER12117,USD,900.23
ORD1015229,PROD102, XboxSeriesX , Asia Pacific , South Korea ,Partner,ebay,,7/17/2024,7/10/2024,7/23/2024,7/29/2024,,USER09331,USD,454.71
ORD1015230,PROD100,Playstation 5,North America, Mexico , In-Store ,Amazon,Social,8/2/2022,2022-07-16T15:41:44.615Z,8/1/2022,8/8/2022,,USER22096,USD,807.09
ORD1015231,PROD107, 27in 4K Gaming Monitor, Europe , Germany, Online,ebay ,Social,7/6/2024,6/18/2024,2024-07-09T03:26:21.456Z,7/14/2024,,USER30549,USD,374.8
ORD1015232,PROD105,Dell Mouse,North America ,USA ,online , shopify,Social,2/12/2025,2025-02-01T23:16:12.491Z,2/19/2025,2/23/2025,,USER17544,USD,69
ORD1015233,PROD107, 27in 4K gaming monitor,Europe,United Kingdom ,Mobile App , direct ,Email,2022-09-20T17:47:34.712Z,8/23/2022,9/27/2022,9/29/2022,,USER40499,USD,742.34
ORD1015234,PROD107," 27"" 4K monitor", Middle East , Israel ,in-store, direct ,Social,4/22/2022,4/18/2022,4/24/2022,4/27/2022,,USER10315,USD,519.69
ORD1015235,PROD106,external storage 1tb, Europe , Spain ,In-Store , Shopify ,Social,12/17/2021,12/7/2021,12/19/2021,12/24/2021,2021-12-30T06:30:02.202Z,USER18132,USD,221.69
ORD1015236,PROD107,"27"" 4K monitor ", Asia Pacific ,JP, Online ,direct,Email,6/2/2024,5/9/2024,6/9/2024,2024-06-15T19:49:50.585Z,,USER31525,USD,397.62
ORD1015237,PROD100,PlayStation 5,Latin America,Argentina, mobile app ,Amazon ,Email,1/3/2023,2022-12-08T23:30:44.701Z,1/9/2023,1/13/2023,,USER22440,USD,521.65
ORD1015238,PROD102, Xbox Series X , Latin America,Chile,Partner ,amazon,Social,3/24/2024,2024-03-01T01:09:21.961Z,3/28/2024,2024-04-01T01:09:21.961Z,,USER32658,USD,538.96
ORD1015239,PROD102, XboxSeriesX ,Middle East,Saudi Arabia,online,eBay,Email,6/11/2023,5/18/2023,6/14/2023,2023-06-16T03:46:15.628Z,,USER33789,USD,450.2
ORD1015240,PROD105, Gaming Mouse , Middle East ,Saudi Arabia,In-Store , Direct,,2022-02-17T07:14:07.689Z,2/13/2022,2/20/2022,2/25/2022,,USER15948,USD,59.59
ORD1015241,PROD101, Nintendo Switch ,, UAE,in-store, shopify ,Social,2/19/2019,2/8/2019,2/22/2019,2/24/2019,,USER37019,USD,285.83
ORD1015242,PROD107,"27"" 4K monitor",Latin America ,Brazil,partner ,ebay,Social,8/8/2021,2021-08-01T14:05:02.166Z,8/13/2021,,,USER24131,USD,770.41
ORD1015243,PROD104, Logitech Gaming Headset ,Europe,France,mobile app,direct ,Social,11/14/2022,11/3/2022,11/21/2022,11/25/2022,,USER07348,USD,208.46
ORD1015244,PROD104, Logitech Gaming Headset,North America,CA,online,Amazon,Social,11/19/2024,11/16/2024,11/26/2024,12/2/2024,,USER38369,USD,165.33
ORD1015245,PROD105,Dell Gaming Mouse ,North America , US ,In-Store ,Shopify,Email,2021-08-16T06:17:03.035Z,2021-07-22T06:17:03.035Z,8/18/2021,8/20/2021,,USER16113,USD,84.48
ORD1015246,PROD106,External Storage 1TB, Europe, Germany , in-store , Walmart,Email,3/24/2023,2023-03-23T19:37:47.980Z,3/28/2023,4/1/2023,,USER49190,USD,107.2
ORD1015247,PROD102,Xbox SeriesX ,Middle East,Saudi Arabia ,online,direct,Social,1/21/2025,1/15/2025,1/27/2025,1/29/2025,,USER29846,USD,588.39
ORD1015247,PROD102,Xbox SeriesX ,Middle East,Saudi Arabia ,online,direct,Social,1/21/2025,1/15/2025,1/27/2025,1/29/2025,,USER29846,USD,588.39
ORD1015249,PROD104,Logitech Headset ,Middle East ,UAE ,In-Store, ebay,,1/20/2022,12/25/2021,1/25/2022,1/29/2022,,USER18122,USD,98.51
ORD1015250,PROD101,Switch,Asia Pacific,Japan ,online,amazon,Email,,6/16/2023,7/8/2023,7/10/2023,,USER33914,USD,287.67
ORD1015251,PROD101,Nintendo Switch ,Asia Pacific , SG ,In-Store,Direct ,Email,10/6/2019,9/16/2019,10/7/2019,10/11/2019,,USER21665,USD,303.76
ORD1015252,PROD105,Dell Mouse,Asia Pacific ,SG,online, direct,Email,2024-06-15T01:20:04.201Z,5/18/2024,6/21/2024,6/23/2024,,USER05632,USD,54.99
ORD1015253,PROD107,4K Gaming Monitor,Europe,France , partner, shopify,Social,2022-03-26T05:09:16.675Z,,3/27/2022,3/31/2022,,USER19418,USD,491.37
ORD1015254,PROD101, NINTENDO SWITCH , Middle East , Saudi Arabia , Online ,Walmart,Social,6/23/2021,5/28/2021,6/28/2021,6/30/2021,,USER39382,USD,346.54
ORD1015255,PROD102,Xbox Series X,Middle East,IL , In-Store ,eBay,,6/21/2019,6/11/2019,6/25/2019,6/28/2019,,USER30718,USD,398.8
ORD1015256,PROD106,External Storage 1TB,Europe,IT,mobile app, ebay,Social,10/18/2021,,2021-10-23T23:51:15.446Z,10/30/2021,,USER34362,USD,133.69
ORD1015257,PROD104,Logitech Gaming Headset, Asia Pacific ,KR ,Mobile App ,Direct,,11/12/2023,10/31/2023,,11/18/2023,,USER04080,USD,182.95
ORD1015258,PROD102,XBOX SERIES X ,Asia Pacific,JP,in-store ,direct,,2019-11-01T16:31:34.675Z,10/26/2019,11/7/2019,11/12/2019,,USER45470,USD,929.48
ORD1015259,PROD107, 27in 4K Gaming Monitor, Asia Pacific , AU ,Partner,eBay ,Social,5/16/2023,2023-05-06T17:44:11.092Z,2023-05-17T17:44:11.092Z,5/20/2023,,USER20498,USD,381.51
ORD1015260,PROD100, PLAYSTATION 5 ,Latin America ,Chile,online,Walmart,Email,3/14/2023,3/7/2023,3/21/2023,3/26/2023,,USER03704,USD,487.6
ORD1015261,PROD104, Logitech Gaming Headset ,Latin America,Argentina, mobile app,Direct,Email,2021-09-16T13:33:20.840Z,8/18/2021,9/21/2021,9/24/2021,,USER41839,USD,165.41
ORD1015262,PROD106,external storage 1tb , Europe ,Spain,Mobile App ,Walmart ,Email,9/22/2020,8/27/2020,2020-09-26T22:41:38.463Z,10/1/2020,,USER29192,USD,158.09
ORD1015263,PROD107,27in 4K Gaming Monitor ,Asia Pacific,Japan ,Online, direct ,,9/10/2019,9/5/2019,9/17/2019,9/22/2019,,USER14013,USD,546.88
ORD1015264,PROD102,XBOX SERIES X,North America,Canada, Partner, walmart ,Email,2024-05-03T03:07:28.970Z,2024-04-30T03:07:28.970Z,5/8/2024,5/10/2024,,USER12195,USD,657.66
ORD1015265,PROD106,External Storage 1TB, North America , MX,Online,Amazon,Email,6/10/2022,5/31/2022,6/15/2022,6/19/2022,,USER34239,USD,95.68
ORD1015266,PROD105, Dell Mouse , North America, MX,online, amazon ,,6/7/2019,6/4/2019,6/13/2019,6/15/2019,,USER04055,USD,35.65
ORD1015267,PROD105, Dell Mouse,North America, United States,Online, direct,Email,6/1/2019,5/24/2019,6/5/2019,2019-06-07T13:59:20.005Z,,USER13647,USD,40.37
ORD1015268,PROD102,XBOX SERIES X ,,FR,Online,ebay,,5/3/2022,5/2/2022,2022-05-08T06:58:26.426Z,5/13/2022,,USER30623,USD,669.81
ORD1015269,PROD106,external storage 1tb ,Middle East, IL,online, Walmart,Email,12/6/2023,12/3/2023,2023-12-09T13:56:49.507Z,12/12/2023,,USER45843,USD,199.81
ORD1015270,PROD103,Dell Laptop, Asia Pacific , South Korea, Online ,Walmart,Email,10/21/2021,10/7/2021,10/26/2021,2021-10-31T03:39:27.928Z,,USER08665,USD,2221.13
ORD1015271,PROD104,Logitech Gaming Headset, Asia Pacific,KR, in-store,Direct ,Email,6/23/2021,6/20/2021,6/26/2021,6/30/2021,,USER08818,USD,86.53
ORD1015272,PROD103, DELL Gaming Laptop, Latin America, AR ,in-store,walmart,Social,2022-02-11T13:53:25.798Z,1/31/2022,2/15/2022,2/18/2022,,USER46106,USD,1841.95
ORD1015273,PROD101, NintendoSwitch ,Asia Pacific,KR,in-store, direct,Email,3/16/2024,2024-03-05T05:32:14.919Z,3/19/2024,3/22/2024,,USER07852,USD,381.72
ORD1015274,PROD104, logitech gaming headset, Middle East, IL , Partner ,walmart ,Email,2020-02-10T18:58:41.826Z,2020-02-10T18:58:41.826Z,2/15/2020,2/19/2020,,USER20097,USD,115.45
ORD1015275,PROD107,4K Gaming Monitor ,Asia Pacific,JP, online,Walmart ,Email,5/25/2021,5/19/2021,5/26/2021,5/28/2021,,USER19263,USD,654.38
ORD1015276,PROD106,1TB Storage ,,United States,Online , Shopify ,Email,6/11/2020,5/18/2020,6/18/2020,6/21/2020,,USER14912,USD,107.21
ORD1015277,PROD107,4K Gaming Monitor ,Europe,FR ,Partner , Direct ,Social,7/6/2020,6/28/2020,7/11/2020,2020-07-15T03:32:19.373Z,,USER35997,USD,423.19
ORD1015278,PROD105,DELL Gaming Mouse, North America,Mexico,Partner, shopify,Social,11/30/2019,,,12/5/2019,,USER20312,US,96.72
ORD1015279,PROD102, Microsoft Xbox Series X , Asia Pacific,Japan,online, walmart,Email,2022-09-06T20:29:43.945Z,9/6/2022,9/8/2022,9/13/2022,,USER46040,USD,901.22
ORD1015280,PROD105, Gaming Mouse , Europe,Spain, Online,amazon,,2024-03-22T09:59:52.869Z,3/22/2024,3/26/2024,2024-03-30T09:59:52.869Z,,USER41313,USD,62.65
ORD1015281,PROD107,27in 4K gaming monitor,North America ,MX,Mobile App ,direct,Social,3/28/2019,3/5/2019,3/31/2019,4/5/2019,,USER28432,USD,422.48
ORD1015282,PROD100,PLAYSTATION 5, Latin America , Brazil,online ,Shopify,Social,3/24/2023,3/1/2023,3/27/2023,3/29/2023,,USER47202,USD,517.42
ORD1015283,PROD104, Gaming Headset, Latin America,Brazil , Partner ,Shopify ,Social,2019-01-18T19:34:47.211Z,12/27/2018,1/21/2019,1/27/2019,,USER46635,USD,77.49
ORD1015284,PROD103,Dell Gaming Laptop ,Europe ,DE , partner ,shopify ,,8/12/2019,,2019-08-14T02:49:26.984Z,8/17/2019,,USER06594,USD,1828.09
ORD1015285,PROD100,PlayStation5,Latin America , CL,in-store,amazon,Email,7/8/2023,6/12/2023,2023-07-10T18:45:22.352Z,7/14/2023,8/2/2023,USER36174,USD,
ORD1015286,PROD106,External Storage,Asia Pacific ,AU,Online,Shopify,Social,2024-07-14T06:23:21.338Z,6/24/2024,7/15/2024,7/20/2024,,USER10727,USD,93.51
ORD1015287,PROD104,Gaming Headset, Middle East ,Saudi Arabia ,online , shopify ,Social,3/29/2024,3/14/2024,4/5/2024,4/10/2024,,USER39293,USD,77.15
ORD1015288,PROD100,PLAYSTATION 5 ,Latin America,Argentina ,In-Store , walmart,Email,7/17/2019,6/29/2019,2019-07-19T08:18:37.553Z,7/24/2019,,USER44269,USD,414.08
ORD1015289,PROD102, XBOX SERIES X , Europe ,Italy,In-Store ,walmart ,Email,8/9/2022,7/12/2022,8/15/2022,8/21/2022,,USER07935,USD,850.77
ORD1015290,PROD105,Dell Mouse, North America , United States,in-store, walmart,Social,2020-09-19T23:54:54.573Z,9/2/2020,9/25/2020,2020-09-30T23:54:54.573Z,,USER06879,USD,82.2
ORD1015291,PROD101, Nintendo Switch, Middle East ,Israel, partner ,ebay ,Email,7/20/2021,2021-07-04T10:50:08.272Z,2021-07-27T10:50:08.272Z,2021-08-02T10:50:08.272Z,,USER47602,USD,375.47
ORD1015292,PROD101, NINTENDO SWITCH,Latin America, Brazil, In-Store ,Amazon,Email,10/7/2024,9/28/2024,10/12/2024,10/17/2024,,USER28168,USD,332.1
ORD1015293,PROD100, PS5,Middle East , IL, in-store, Direct ,Email,2021-06-24T09:11:52.059Z,5/28/2021,6/25/2021,,,USER28544,USD,557.95
ORD1015294,PROD100,PlayStation 5 , North America, United States, Online , Direct,,2023-08-25T03:39:17.889Z,8/19/2023,9/1/2023,9/7/2023,,USER43605,USD,786.14
ORD1015295,PROD104,Logitech Gaming Headset, Middle East , Saudi Arabia ,Online, direct ,Social,2/18/2023,1/21/2023,2/25/2023,,,USER11940,USD,84.59
ORD1015296,PROD104, logitech gaming headset , Asia Pacific ,Japan,online,Walmart ,Social,2019-05-13T13:34:56.844Z,5/8/2019,5/14/2019,5/19/2019,,USER01891,USD,76.23
ORD1015297,PROD107,27in 4K Gaming Monitor ,Europe, DE , partner , amazon ,,8/13/2020,,8/16/2020,8/22/2020,,USER09046,USD,739.02
ORD1015298,PROD105, Dell Gaming Mouse ,Latin America, Chile ,In-Store,Walmart,Social,6/26/2021,2021-06-13T14:23:37.675Z,6/29/2021,,,USER07063,USD,65.05
ORD1015299,PROD103, DELL Gaming Laptop ,Latin America ,BR,mobile app,Walmart,Email,9/9/2022,2022-08-21T15:30:33.613Z,9/16/2022,9/21/2022,,USER12975,USD,2026.82
ORD1015300,PROD107,27in 4K gaming monitor , Middle East, SA , in-store ,shopify ,Email,8/5/2022,2022-07-07T01:15:53.766Z,2022-08-12T01:15:53.766Z,8/18/2022,,USER48396,USD,621.52
ORD1015300,PROD107,27in 4K gaming monitor , Middle East, SA , in-store ,shopify ,Email,8/5/2022,2022-07-07T01:15:53.766Z,2022-08-12T01:15:53.766Z,8/18/2022,,USER48396,USD,621.52
ORD1015302,PROD101,NintendoSwitch ,Latin America,Chile, in-store , eBay ,Email,11/13/2021,,11/17/2021,11/23/2021,,USER09097,USD,855.49
ORD1015303,PROD106,External Storage 1TB,Asia Pacific, SG,Online,shopify,Social,5/22/2019,5/22/2019,5/29/2019,2019-05-31T19:09:50.362Z,,USER35396,USD,90.48
ORD1015304,PROD101,NintendoSwitch, Asia Pacific ,Japan ,Mobile App , Amazon ,Email,3/18/2022,,3/22/2022,3/28/2022,,USER46131,USD,397.46
ORD1015305,PROD105, Dell Gaming Mouse ,Middle East, SA , in-store , ebay,,7/13/2022,6/17/2022,7/16/2022,7/21/2022,,USER39113,USD,45.15
ORD1015306,PROD103, Dell gaming laptop ,Latin America,Argentina, partner,walmart,Email,2019-12-12T14:30:23.952Z,2019-11-24T14:30:23.952Z,12/19/2019,12/24/2019,,USER23603,USD,2340.66
ORD1015307,PROD103,DELL Gaming Laptop ,, AU,Partner,eBay ,Social,11/19/2024,11/15/2024,11/26/2024,11/30/2024,,USER18868,USD,2799.82
ORD1015308,PROD105,DELL Gaming Mouse , Europe , Germany, online,ebay ,Social,1/31/2021,1/12/2021,2/6/2021,2/8/2021,,USER29298,USD,72.49
ORD1015309,PROD103,Dell Gaming Laptop,Asia Pacific,KR,In-Store, eBay,,8/5/2022,2022-07-16T23:52:19.382Z,8/7/2022,8/11/2022,,USER49561,USD,0.01
ORD1015310,PROD106, 1TB Storage,Asia Pacific , SG , partner,eBay,Social,5/29/2020,5/13/2020,6/4/2020,,,,USD,147.99
ORD1015311,PROD105, DELL Gaming Mouse ,Latin America,Argentina,partner ,Amazon ,,1/17/2020,1/6/2020,1/20/2020,1/25/2020,,USER47559,USD,71.07
ORD1015312,PROD102,XBOX SERIES X, Asia Pacific ,AU,partner,Shopify,Social,6/14/2023,6/13/2023,6/17/2023,,,USER47797,USD,436.53
ORD1015313,PROD104,Gaming Headset ,Latin America,BR,partner ,direct,Social,2024-05-31T22:43:15.142Z,5/2/2024,6/1/2024,6/7/2024,,USER29540,USD,79.8
ORD1015314,PROD106,External Storage 1TB , Middle East , UAE,online,Direct,Email,1/8/2019,12/14/2018,2019-01-09T07:11:59.480Z,2019-01-12T07:11:59.480Z,,USER05907,USD,80.36
ORD1015315,PROD102, XboxSeriesX,Asia Pacific,KR, online ,Amazon,Email,12/21/2019,11/28/2019,12/28/2019,,,USER19479,USD,838.27
ORD1015315,PROD102, XboxSeriesX,Asia Pacific,KR, online ,Amazon,Email,12/21/2019,11/28/2019,12/28/2019,,,USER19479,USD,838.27
ORD1015317,PROD106,external storage 1tb ,Asia Pacific, JP,online,Amazon ,Email,8/8/2019,2019-08-04T00:21:57.586Z,8/12/2019,8/16/2019,,,USD,98.13
ORD1015318,PROD106,1TB Storage, Europe, Spain ,mobile app,shopify,Social,3/31/2024,3/25/2024,4/4/2024,4/9/2024,,,USD,126.81
ORD1015319,PROD106,external storage 1tb, Latin America,Argentina , in-store,walmart ,Email,5/14/2022,5/10/2022,5/17/2022,5/23/2022,,USER23175,USD,96.68
ORD1015320,PROD100, Play Station 5,North America ,CA,in-store, eBay ,Social,10/24/2021,2021-10-09T04:59:36.987Z,10/28/2021,11/3/2021,,USER14346,USD,886.71
ORD1015321,PROD104,Logitech Headset,North America, Canada, partner, shopify ,,2023-04-24T02:56:47.954Z,4/24/2023,2023-04-29T02:56:47.954Z,5/5/2023,,USER14387,USD,87.67
ORD1015321,PROD104,Logitech Headset,North America, Canada, partner, shopify ,,2023-04-24T02:56:47.954Z,4/24/2023,2023-04-29T02:56:47.954Z,5/5/2023,,USER14387,USD,87.67
ORD1015323,PROD106,External Storage 1TB,Middle East,Israel, mobile app, direct ,Email,3/19/2022,3/5/2022,3/21/2022,3/27/2022,,USER13623,USD,117.29
ORD1015323,PROD106,External Storage 1TB,Middle East,Israel, mobile app, direct ,Email,3/19/2022,3/5/2022,3/21/2022,3/27/2022,,USER13623,USD,117.29
ORD1015325,PROD106, 1TB Storage , Middle East , Saudi Arabia , Online, direct,Email,7/22/2022,7/12/2022,7/24/2022,7/27/2022,,USER01088,USD,92.63
ORD1015325,PROD106, 1TB Storage , Middle East , Saudi Arabia , Online, direct,Email,7/22/2022,7/12/2022,7/24/2022,7/27/2022,,USER01088,USD,92.63
ORD1015327,PROD107,"27"" 4K monitor",North America,United States , Mobile App,walmart ,Email,7/25/2022,7/24/2022,7/30/2022,8/2/2022,,USER36711,USD,456.95
ORD1015328,PROD107,"27"" 4K monitor",Europe, Italy, mobile app ,eBay,Social,10/16/2022,9/26/2022,2022-10-20T16:33:41.596Z,10/22/2022,,USER40540,USD,533.47
ORD1015329,PROD106, External Storage,Europe,DE,in-store,eBay,Social,9/21/2023,9/14/2023,9/25/2023,9/28/2023,,USER23912,USD,118.66
