Order Id,Product Id,Product Name,Region,Country Code,Marketing Channel,Purchase Platform,Account Creation Method,Purchase Ts,Created On,Ship Ts,Delivery Ts,Refund Ts,User Id,Currency,Local Price,Price_Flag,Purchase_Year,Purchase_Month,Purchase_Quarter,Year_Month,Delivery_Days,Is_Refunded
ORD1029422,PROD103,Dell Gaming Laptop,Middle East,UAE,Partner,Shopify,Social,8/17/2020,8/9/2020,8/24/2020,8/26/2020,,USER38739,USD,2236.1,,2020.0,8.0,3.0,2020-08,2.0,0
ORD1029423,PROD104,Logitech Gaming Headset,Middle East,Israel,Online,eBay,Email,10/11/2023,9/25/2023,10/16/2023,10/19/2023,,USER22063,USD,87.65,,2023.0,10.0,4.0,2023-10,3.0,0
ORD1029424,PROD103,Dell Gaming Laptop,North America,United States,Online,eBay,Email,12/30/2022,12/2/2022,1/1/2023,1/7/2023,,USER06608,USD,3085.95,,2022.0,12.0,4.0,2022-12,6.0,0
ORD1029425,PROD106,External Storage 1TB,Middle East,Israel,In-Store,eBay,Email,6/16/2019,5/31/2019,6/22/2019,6/24/2019,,USER25578,USD,59.97,,2019.0,6.0,2.0,2019-06,2.0,0
ORD1029426,PROD103,Dell Gaming Laptop,Latin America,Chile,Partner,eBay,Social,4/13/2024,4/4/2024,4/12/2024,4/21/2024,5/12/2024,USER10564,USD,1503.75,,2024.0,4.0,2.0,2024-04,9.0,1
ORD1029427,PROD107,27in 4K Gaming Monitor,Europe,United Kingdom,Partner,Walmart,Social,9/16/2020,8/18/2020,9/18/2020,9/24/2020,,USER29951,USD,747.24,,2020.0,9.0,3.0,2020-09,6.0,0
ORD1029428,PROD106,External Storage 1TB,Europe,Germany,In-Store,Amazon,Email,5/18/2020,5/7/2020,5/20/2020,5/25/2020,,USER45000,USD,112.54,,2020.0,5.0,2.0,2020-05,5.0,0
ORD1029429,PROD107,27in 4K Gaming Monitor,Europe,United Kingdom,Mobile App,Walmart,Email,6/17/2022,6/17/2022,6/23/2022,6/26/2022,,USER47161,USD,392.45,,2022.0,6.0,2.0,2022-06,3.0,0
ORD1029430,PROD100,PlayStation 5,North America,Mexico,Partner,Shopify,Social,7/11/2021,6/17/2021,7/18/2021,7/23/2021,,USER05840,USD,637.51,,2021.0,7.0,3.0,2021-07,5.0,0
ORD1029431,PROD105,Dell Gaming Mouse,Europe,France,In-Store,Amazon,Email,2/17/2019,2/5/2019,2/19/2019,2/20/2019,,USER38002,USD,52.11,,2019.0,2.0,1.0,2019-02,1.0,0
ORD1029432,PROD100,PlayStation 5,Europe,United Kingdom,In-Store,eBay,Email,3/13/2019,3/1/2019,3/15/2019,3/18/2019,,USER43240,USD,521.77,,2019.0,3.0,1.0,2019-03,3.0,0
ORD1029433,PROD107,27in 4K Gaming Monitor,Middle East,Saudi Arabia,Mobile App,Shopify,Email,10/15/2021,9/24/2021,10/16/2021,10/20/2021,,USER36621,USD,708.05,,2021.0,10.0,4.0,2021-10,4.0,0
ORD1029434,PROD106,External Storage 1TB,North America,United States,In-Store,eBay,Social,5/5/2021,4/6/2021,5/8/2021,5/14/2021,,USER19387,USD,117.61,,2021.0,5.0,2.0,2021-05,6.0,0
ORD1029435,PROD107,27in 4K Gaming Monitor,Latin America,Chile,Online,Shopify,Social,5/16/2019,4/22/2019,5/18/2019,5/21/2019,,USER47080,USD,447.96,,2019.0,5.0,2.0,2019-05,3.0,0
ORD1029436,PROD100,PlayStation 5,Asia Pacific,Singapore,Partner,Shopify,Email,12/4/2019,11/13/2019,12/7/2019,12/10/2019,,USER06076,USD,997.12,,2019.0,12.0,4.0,2019-12,3.0,0
ORD1029437,PROD101,Nintendo Switch,Europe,United Kingdom,Mobile App,Direct,Email,5/7/2020,4/9/2020,5/9/2020,5/15/2020,,USER44192,USD,456.25,,2020.0,5.0,2.0,2020-05,6.0,0
1175665245,PROD102,Microsoft Xbox Series X,Latin America,Chile,Online,eBay,Unknown,5/9/2019,5/3/2019,5/15/2019,5/21/2019,,USER47156,USD,468.86,,2019.0,5.0,2.0,2019-05,6.0,0
ORD1029439,PROD103,Dell Gaming Laptop,Latin America,Brazil,Partner,eBay,Email,5/13/2022,4/23/2022,5/17/2022,5/21/2022,,USER22416,USD,1724.61,,2022.0,5.0,2.0,2022-05,4.0,0
ORD1029440,PROD100,PlayStation 5,Asia Pacific,Australia,Partner,Amazon,Social,4/30/2023,4/7/2023,5/6/2023,5/8/2023,,USER40486,USD,584.28,,2023.0,4.0,2.0,2023-04,2.0,0
ORD1029441,PROD105,Dell Gaming Mouse,North America,Canada,Online,Shopify,Email,11/6/2023,10/13/2023,11/8/2023,11/10/2023,,USER47875,USD,98.5,,2023.0,11.0,4.0,2023-11,2.0,0
ORD1029442,PROD106,External Storage 1TB,North America,Canada,In-Store,Shopify,Unknown,2/3/2021,1/20/2021,2/6/2021,2/12/2021,,USER11171,USD,141.55,,2021.0,2.0,1.0,2021-02,6.0,0
ORD1029443,PROD105,Dell Gaming Mouse,Asia Pacific,Australia,In-Store,Amazon,Social,2/18/2024,2/9/2024,2/22/2024,2/24/2024,,USER24078,USD,56.54,,2024.0,2.0,1.0,2024-02,2.0,0
ORD1029444,PROD102,Microsoft Xbox Series X,North America,United States,In-Store,Amazon,Unknown,1/2/2023,12/8/2022,1/3/2023,1/8/2023,,USER27190,USD,536.59,,2023.0,1.0,1.0,2023-01,5.0,0
ORD1029445,PROD100,PlayStation 5,Asia Pacific,Singapore,In-Store,Shopify,Email,11/14/2024,10/18/2024,11/17/2024,11/23/2024,,USER17361,USD,1043.02,,2024.0,11.0,4.0,2024-11,6.0,0
ORD1029446,PROD107,27in 4K Gaming Monitor,Asia Pacific,Japan,Mobile App,eBay,Social,6/4/2021,,6/6/2021,6/9/2021,,USER32537,USD,551.64,,2021.0,6.0,2.0,2021-06,3.0,0
ORD1029448,PROD102,Microsoft Xbox Series X,Latin America,Brazil,Partner,eBay,Social,10/26/2020,10/16/2020,10/30/2020,11/3/2020,,USER26439,USD,710.38,,2020.0,10.0,4.0,2020-10,4.0,0
ORD1029449,PROD101,Nintendo Switch,North America,Mexico,In-Store,eBay,Unknown,2/1/2023,1/15/2023,2/5/2023,2/9/2023,,USER39180,USD,318.63,,2023.0,2.0,1.0,2023-02,4.0,0
ORD1029450,PROD105,Dell Gaming Mouse,Asia Pacific,Japan,Mobile App,eBay,Social,9/2/2021,8/27/2021,9/8/2021,9/12/2021,,USER12794,USD,106.18,,2021.0,9.0,3.0,2021-09,4.0,0
6097458542,PROD107,27in 4K Gaming Monitor,Europe,United Kingdom,In-Store,eBay,Social,6/8/2021,5/23/2021,6/13/2021,6/15/2021,,USER49396,USD,574.67,,2021.0,6.0,2.0,2021-06,2.0,0
ORD1029452,PROD101,Nintendo Switch,Middle East,Israel,In-Store,Amazon,Unknown,3/8/2023,2/23/2023,3/13/2023,3/15/2023,,USER19609,USD,394.68,,2023.0,3.0,1.0,2023-03,2.0,0
ORD1029453,PROD101,Nintendo Switch,Asia Pacific,Japan,In-Store,Shopify,Social,8/12/2022,7/31/2022,8/15/2022,8/21/2022,,USER32452,USD,525.98,,2022.0,8.0,3.0,2022-08,6.0,0
ORD1029454,PROD104,Logitech Gaming Headset,Middle East,Israel,Online,Amazon,Social,1/14/2022,12/22/2021,1/21/2022,1/27/2022,,USER08905,USD,125.99,,2022.0,1.0,1.0,2022-01,6.0,0
ORD1029455,PROD103,Dell Gaming Laptop,Asia Pacific,South Korea,Partner,Direct,Social,7/23/2021,7/9/2021,7/28/2021,8/1/2021,,USER08997,USD,1624.5,,2021.0,7.0,3.0,2021-07,4.0,0
ORD1029456,PROD101,Nintendo Switch,Middle East,Saudi Arabia,Online,Shopify,Email,7/18/2021,7/18/2021,7/19/2021,7/22/2021,,USER39428,USD,361.56,,2021.0,7.0,3.0,2021-07,3.0,0
ORD1029457,PROD106,External Storage 1TB,Middle East,Saudi Arabia,Partner,Shopify,Unknown,3/1/2019,2/10/2019,3/7/2019,3/10/2019,,USER45444,USD,87.49,,2019.0,3.0,1.0,2019-03,3.0,0
ORD1029458,PROD103,Dell Gaming Laptop,Asia Pacific,Singapore,Mobile App,Direct,Email,2/19/2022,2/4/2022,2/23/2022,2/28/2022,,USER47774,USD,1521.63,,2022.0,2.0,1.0,2022-02,5.0,0
ORD1029459,PROD100,PlayStation 5,Middle East,Israel,In-Store,Walmart,Unknown,4/29/2019,4/8/2019,4/30/2019,5/5/2019,,USER24626,USD,558.83,,2019.0,4.0,2.0,2019-04,5.0,0
ORD1029461,PROD103,Dell Gaming Laptop,North America,Mexico,Partner,Shopify,Email,4/2/2020,3/21/2020,4/7/2020,4/11/2020,,USER18265,USD,1741.99,,2020.0,4.0,2.0,2020-04,4.0,0
ORD1029462,PROD103,Dell Gaming Laptop,North America,Mexico,Partner,Amazon,Email,2/23/2020,2/23/2020,2/25/2020,2/27/2020,,USER37782,USD,1571.53,,2020.0,2.0,1.0,2020-02,2.0,0
ORD1029463,PROD103,Dell Gaming Laptop,Asia Pacific,Singapore,Online,Direct,Email,12/28/2021,12/23/2021,1/4/2022,1/6/2022,,USER45064,USD,3765.82,,2021.0,12.0,4.0,2021-12,2.0,0
ORD1029464,PROD105,Dell Gaming Mouse,Middle East,Israel,Online,Amazon,Social,1/15/2019,1/3/2019,1/23/2019,1/29/2019,,USER42417,USD,55.02,,2019.0,1.0,1.0,2019-01,6.0,0
ORD1029465,PROD103,Dell Gaming Laptop,Latin America,Brazil,In-Store,Shopify,Email,5/3/2024,4/4/2024,5/8/2024,5/11/2024,,USER42344,USD,1374.83,,2024.0,5.0,2.0,2024-05,3.0,0
ORD1029466,PROD102,Microsoft Xbox Series X,Middle East,Israel,In-Store,Walmart,Email,9/6/2019,8/9/2019,9/13/2019,9/18/2019,,USER28076,USD,561.51,,2019.0,9.0,3.0,2019-09,5.0,0
ORD1029467,PROD103,Dell Gaming Laptop,Middle East,Saudi Arabia,Online,Walmart,Email,3/9/2021,2/24/2021,3/15/2021,3/20/2021,,USER30294,USD,2225.85,,2021.0,3.0,1.0,2021-03,5.0,0
ORD1029468,PROD100,PlayStation 5,North America,United States,In-Store,Direct,Social,10/11/2024,9/22/2024,10/12/2024,10/16/2024,,USER30808,USD,673.36,,2024.0,10.0,4.0,2024-10,4.0,0
ORD1029469,PROD104,Logitech Gaming Headset,North America,Mexico,Partner,Walmart,Email,5/29/2023,5/25/2023,6/2/2023,6/5/2023,,USER14088,USD,93.0,,2023.0,5.0,2.0,2023-05,3.0,0
ORD1029470,PROD100,PlayStation 5,Middle East,Israel,Partner,Amazon,Email,5/3/2023,4/6/2023,,5/11/2023,,USER02494,USD,526.51,,2023.0,5.0,2.0,2023-05,,0
ORD1029471,PROD104,Logitech Gaming Headset,North America,United States,Partner,Amazon,Email,10/6/2019,9/25/2019,10/10/2019,10/13/2019,,USER02701,USD,88.28,,2019.0,10.0,4.0,2019-10,3.0,0
ORD1029472,PROD102,Microsoft Xbox Series X,Latin America,Brazil,Partner,Shopify,Email,7/28/2020,7/7/2020,8/2/2020,8/8/2020,,USER23825,USD,582.65,,2020.0,7.0,3.0,2020-07,6.0,0
ORD1029473,PROD105,Dell Gaming Mouse,Latin America,Argentina,In-Store,Walmart,Email,8/24/2022,7/28/2022,8/30/2022,9/4/2022,,USER31626,USD,74.94,,2022.0,8.0,3.0,2022-08,5.0,0
ORD1029474,PROD106,External Storage 1TB,Asia Pacific,Australia,Online,Walmart,Social,4/29/2021,4/27/2021,5/1/2021,5/5/2021,,USER29325,USD,142.09,,2021.0,4.0,2.0,2021-04,4.0,0
ORD1029475,PROD102,Microsoft Xbox Series X,Latin America,Chile,Partner,Amazon,Social,12/22/2019,12/16/2019,12/24/2019,12/28/2019,,USER36049,USD,920.75,,2019.0,12.0,4.0,2019-12,4.0,0
ORD1029476,PROD104,Logitech Gaming Headset,North America,United States,Partner,eBay,Unknown,8/18/2020,8/7/2020,8/21/2020,8/27/2020,,USER12438,USD,118.86,,2020.0,8.0,3.0,2020-08,6.0,0
ORD1029477,PROD103,Dell Gaming Laptop,Asia Pacific,Singapore,Online,Shopify,Social,7/20/2020,,7/23/2020,7/26/2020,,USER49683,USD,1390.2,,2020.0,7.0,3.0,2020-07,3.0,0
ORD1029478,PROD101,Nintendo Switch,North America,United States,Mobile App,Walmart,Social,4/4/2020,3/11/2020,4/9/2020,4/13/2020,,USER13820,USD,421.21,,2020.0,4.0,2.0,2020-04,4.0,0
ORD1029479,PROD106,External Storage 1TB,Europe,France,Partner,Walmart,Email,1/28/2020,1/6/2020,2/3/2020,2/8/2020,,USER24089,USD,118.2,,2020.0,1.0,1.0,2020-01,5.0,0
ORD1029480,PROD101,Nintendo Switch,Asia Pacific,Australia,Online,eBay,Email,8/3/2022,,8/7/2022,8/9/2022,,USER41588,USD,530.72,,2022.0,8.0,3.0,2022-08,2.0,0
ORD1029481,PROD106,External Storage 1TB,North America,Mexico,In-Store,Walmart,Social,7/16/2024,7/15/2024,7/17/2024,7/23/2024,,USER47656,USD,89.1,,2024.0,7.0,3.0,2024-07,6.0,0
ORD1029482,PROD103,Dell Gaming Laptop,Europe,Germany,Online,Walmart,Unknown,7/22/2019,7/1/2019,7/29/2019,8/4/2019,,USER09910,USD,1081.4,,2019.0,7.0,3.0,2019-07,6.0,0
ORD1029483,PROD101,Nintendo Switch,Europe,Germany,Online,Direct,Email,8/29/2020,8/6/2020,9/1/2020,9/6/2020,,USER35839,USD,558.87,,2020.0,8.0,3.0,2020-08,5.0,0
ORD1029484,PROD104,Logitech Gaming Headset,Latin America,Brazil,Mobile App,Direct,Email,,2/10/2025,2/19/2025,2/24/2025,,USER20948,USD,97.32,,,,,NaT,5.0,0
ORD1029485,PROD105,Dell Gaming Mouse,North America,Mexico,Partner,Shopify,Unknown,9/3/2021,8/26/2021,9/9/2021,9/15/2021,,USER00661,USD,81.73,,2021.0,9.0,3.0,2021-09,6.0,0
ORD1029486,PROD104,Logitech Gaming Headset,Asia Pacific,South Korea,In-Store,Amazon,Email,2/3/2019,1/15/2019,2/6/2019,2/12/2019,,455318968,USD,81.39,,2019.0,2.0,1.0,2019-02,6.0,0
ORD1029487,PROD101,Nintendo Switch,North America,Canada,Mobile App,Walmart,Unknown,3/19/2019,3/9/2019,3/23/2019,3/27/2019,,USER24795,USD,319.56,,2019.0,3.0,1.0,2019-03,4.0,0
ORD1029488,PROD100,PlayStation 5,North America,United States,In-Store,Walmart,Social,2/10/2021,1/25/2021,2/15/2021,2/17/2021,3/7/2021,USER16904,USD,811.11,,2021.0,2.0,1.0,2021-02,2.0,1
ORD1029489,PROD103,Dell Gaming Laptop,Asia Pacific,Japan,Online,Walmart,Email,4/2/2021,3/21/2021,4/3/2021,4/5/2021,,USER31296,USD,2248.51,,2021.0,4.0,2.0,2021-04,2.0,0
ORD1029490,PROD103,Dell Gaming Laptop,Middle East,Saudi Arabia,Online,Walmart,Email,4/18/2023,3/24/2023,4/21/2023,4/24/2023,,USER02368,USD,1374.52,,2023.0,4.0,2.0,2023-04,3.0,0
ORD1029491,PROD103,Dell Gaming Laptop,Asia Pacific,Australia,Mobile App,Amazon,Social,12/9/2023,12/6/2023,12/10/2023,12/14/2023,,USER15939,USD,2443.43,,2023.0,12.0,4.0,2023-12,4.0,0
ORD1029492,PROD101,Nintendo Switch,Middle East,Israel,Mobile App,Amazon,Social,10/31/2022,10/6/2022,11/2/2022,11/5/2022,,USER28927,USD,345.91,,2022.0,10.0,4.0,2022-10,3.0,0
ORD1029493,PROD107,27in 4K Gaming Monitor,Middle East,Israel,Partner,eBay,Email,1/29/2020,1/2/2020,,2/4/2020,,USER02664,USD,575.68,,2020.0,1.0,1.0,2020-01,,0
ORD1029494,PROD106,External Storage 1TB,Europe,Germany,Online,Amazon,Email,10/3/2022,9/13/2022,10/5/2022,10/8/2022,,USER34699,USD,131.75,,2022.0,10.0,4.0,2022-10,3.0,0
ORD1029495,PROD100,PlayStation 5,North America,Canada,Online,Direct,Email,4/15/2023,3/25/2023,4/19/2023,4/24/2023,,USER15127,USD,499.9,,2023.0,4.0,2.0,2023-04,5.0,0
ORD1029496,64486655,PlayStation 5,Latin America,Argentina,Partner,Shopify,Social,4/8/2021,3/12/2021,4/10/2021,4/15/2021,,USER39040,USD,858.36,,2021.0,4.0,2.0,2021-04,5.0,0
ORD1029497,PROD104,Logitech Gaming Headset,Middle East,Saudi Arabia,Mobile App,Shopify,Email,1/2/2025,12/9/2024,1/5/2025,1/8/2025,,USER17215,USD,112.04,,2025.0,1.0,1.0,2025-01,3.0,0
ORD1029498,PROD105,Dell Gaming Mouse,Asia Pacific,Singapore,Mobile App,Shopify,Social,3/13/2023,,3/16/2023,3/22/2023,,USER34394,USD,57.24,,2023.0,3.0,1.0,2023-03,6.0,0
ORD1029499,PROD106,External Storage 1TB,Unknown,Argentina,Mobile App,Shopify,Social,5/5/2023,4/27/2023,5/9/2023,5/13/2023,,USER24223,USD,89.45,,2023.0,5.0,2.0,2023-05,4.0,0
ORD1029500,PROD100,PlayStation 5,Europe,United Kingdom,Online,Amazon,Unknown,10/22/2022,9/24/2022,10/29/2022,,,USER23282,USD,709.58,,2022.0,10.0,4.0,2022-10,,0
ORD1029501,PROD104,Logitech Gaming Headset,North America,Canada,Partner,Walmart,Email,12/24/2020,11/25/2020,12/26/2020,12/28/2020,,USER10919,USD,191.54,,2020.0,12.0,4.0,2020-12,2.0,0
ORD1029502,PROD103,Dell Gaming Laptop,Asia Pacific,Japan,Mobile App,Shopify,Email,10/12/2022,10/9/2022,10/15/2022,10/18/2022,,USER35257,USD,1810.4,,2022.0,10.0,4.0,2022-10,3.0,0
ORD1029503,PROD104,Logitech Gaming Headset,Asia Pacific,Singapore,In-Store,eBay,Email,8/29/2019,8/21/2019,9/2/2019,9/4/2019,,USER31042,USD,98.51,,2019.0,8.0,3.0,2019-08,2.0,0
ORD1029504,PROD106,External Storage 1TB,Latin America,Argentina,Mobile App,Shopify,Unknown,1/2/2021,12/9/2020,1/5/2021,1/8/2021,,USER45986,USD,142.39,,2021.0,1.0,1.0,2021-01,3.0,0
ORD1029505,PROD104,Logitech Gaming Headset,North America,United States,Online,eBay,Social,9/21/2021,8/27/2021,9/27/2021,10/3/2021,,USER03057,USD,180.87,,2021.0,9.0,3.0,2021-09,6.0,0
ORD1029506,PROD105,Dell Gaming Mouse,North America,Mexico,Partner,Shopify,Email,9/6/2020,8/19/2020,9/8/2020,9/13/2020,,USER03626,USD,93.52,,2020.0,9.0,3.0,2020-09,5.0,0
ORD1029507,PROD106,External Storage 1TB,Asia Pacific,Singapore,Partner,Shopify,Social,2/21/2019,2/19/2019,2/27/2019,3/5/2019,,USER09102,USD,100.76,,2019.0,2.0,1.0,2019-02,6.0,0
ORD1029508,PROD106,External Storage 1TB,Latin America,Brazil,Online,Direct,Email,3/4/2024,2/8/2024,3/11/2024,3/17/2024,,USER09205,USD,123.09,,2024.0,3.0,1.0,2024-03,6.0,0
ORD1029509,PROD105,Dell Gaming Mouse,Asia Pacific,Japan,Partner,Shopify,Email,1/16/2021,12/23/2020,1/21/2021,1/23/2021,,USER12961,USD,86.86,,2021.0,1.0,1.0,2021-01,2.0,0
ORD1029510,PROD101,Nintendo Switch,Europe,United Kingdom,Partner,Walmart,Email,9/1/2020,,9/3/2020,9/7/2020,,USER05355,USD,612.56,,2020.0,9.0,3.0,2020-09,4.0,0
ORD1029511,PROD100,PlayStation 5,Latin America,Argentina,Online,Shopify,Email,6/4/2022,5/10/2022,6/6/2022,6/11/2022,,USER25070,USD,481.06,,2022.0,6.0,2.0,2022-06,5.0,0
ORD1029512,PROD107,27in 4K Gaming Monitor,Latin America,Argentina,Partner,Direct,Social,7/27/2021,7/10/2021,,8/9/2021,,USER29515,USD,540.24,,2021.0,7.0,3.0,2021-07,,0
ORD1029513,PROD105,Dell Gaming Mouse,Asia Pacific,South Korea,Partner,Shopify,Email,1/7/2023,1/2/2023,1/8/2023,1/14/2023,,USER32054,USD,53.25,,2023.0,1.0,1.0,2023-01,6.0,0
ORD1029514,PROD101,Nintendo Switch,Europe,France,In-Store,Shopify,Social,7/8/2021,6/13/2021,7/14/2021,7/18/2021,,USER36220,USD,384.81,,2021.0,7.0,3.0,2021-07,4.0,0
ORD1029515,PROD105,Dell Gaming Mouse,Europe,Spain,Online,Walmart,Unknown,7/19/2023,7/17/2023,7/23/2023,7/29/2023,,USER19102,USD,47.14,,2023.0,7.0,3.0,2023-07,6.0,0
ORD1029516,PROD100,PlayStation 5,Latin America,Chile,In-Store,Amazon,Email,9/1/2020,8/20/2020,9/6/2020,9/10/2020,,USER33950,USD,979.8,,2020.0,9.0,3.0,2020-09,4.0,0
ORD1029517,PROD100,PlayStation 5,Asia Pacific,Australia,Partner,Shopify,Email,6/26/2023,,6/29/2023,7/1/2023,,USER47914,USD,452.77,,2023.0,6.0,2.0,2023-06,2.0,0
ORD1029518,PROD102,Microsoft Xbox Series X,Asia Pacific,Singapore,Online,Amazon,Social,5/30/2019,5/3/2019,6/3/2019,6/6/2019,,USER19021,USD,534.67,,2019.0,5.0,2.0,2019-05,3.0,0
ORD1029520,PROD104,Logitech Gaming Headset,Middle East,Israel,Mobile App,Amazon,Social,1/23/2021,1/7/2021,1/30/2021,2/2/2021,,USER28554,USD,127.83,,2021.0,1.0,1.0,2021-01,3.0,0
ORD1029521,PROD105,Dell Gaming Mouse,Europe,France,Partner,Direct,Social,4/1/2022,3/29/2022,4/4/2022,4/6/2022,,USER39862,USD,64.15,,2022.0,4.0,2.0,2022-04,2.0,0
ORD1029522,PROD105,Dell Gaming Mouse,Middle East,UAE,In-Store,Amazon,Email,11/16/2021,11/2/2021,11/22/2021,11/26/2021,,USER16841,USD,113.89,,2021.0,11.0,4.0,2021-11,4.0,0
ORD1029523,PROD100,PlayStation 5,Middle East,Israel,Mobile App,Shopify,Unknown,12/22/2021,11/28/2021,12/27/2021,12/29/2021,,USER35754,USD,1520.19,,2021.0,12.0,4.0,2021-12,2.0,0
8555579943,PROD104,Logitech Gaming Headset,Latin America,Chile,In-Store,Shopify,Email,9/28/2023,9/12/2023,9/30/2023,10/3/2023,10/23/2023,USER25897,USD,134.6,,2023.0,9.0,3.0,2023-09,3.0,1
ORD1029525,PROD101,Nintendo Switch,Europe,France,Mobile App,eBay,Email,7/22/2023,7/7/2023,7/26/2023,8/1/2023,,USER13726,USD,272.93,,2023.0,7.0,3.0,2023-07,6.0,0
ORD1029526,PROD105,Dell Gaming Mouse,Latin America,Argentina,Online,eBay,Social,9/2/2019,8/10/2019,9/7/2019,9/13/2019,,USER31142,USD,72.79,,2019.0,9.0,3.0,2019-09,6.0,0
ORD1029527,PROD107,27in 4K Gaming Monitor,Unknown,Brazil,Partner,eBay,Social,10/30/2020,10/1/2020,11/2/2020,11/5/2020,,USER20899,USD,504.35,,2020.0,10.0,4.0,2020-10,3.0,0
ORD1029528,PROD103,Dell Gaming Laptop,Europe,United Kingdom,Partner,Direct,Social,8/27/2024,8/19/2024,,9/2/2024,,USER01707,USD,1862.98,,2024.0,8.0,3.0,2024-08,,0
ORD1029529,PROD102,Microsoft Xbox Series X,Asia Pacific,South Korea,Mobile App,Shopify,Unknown,12/10/2024,11/19/2024,12/13/2024,12/17/2024,,USER11716,USD,1150.13,,2024.0,12.0,4.0,2024-12,4.0,0
ORD1029530,PROD103,Dell Gaming Laptop,North America,Mexico,Mobile App,Shopify,Unknown,2/21/2020,2/13/2020,2/27/2020,3/4/2020,,USER14867,USD,1703.65,,2020.0,2.0,1.0,2020-02,6.0,0
ORD1029531,PROD102,Microsoft Xbox Series X,Latin America,Brazil,Partner,Amazon,Email,8/8/2019,7/30/2019,8/12/2019,8/15/2019,,USER01531,USD,670.51,,2019.0,8.0,3.0,2019-08,3.0,0
ORD1029532,PROD106,External Storage 1TB,Latin America,Brazil,In-Store,Shopify,Social,12/18/2024,12/9/2024,12/25/2024,12/29/2024,,USER21766,USD,232.71,,2024.0,12.0,4.0,2024-12,4.0,0
ORD1029533,PROD105,Dell Gaming Mouse,Middle East,Saudi Arabia,Online,eBay,Unknown,2/2/2025,1/22/2025,2/5/2025,2/9/2025,,USER24181,USD,67.11,,2025.0,2.0,1.0,2025-02,4.0,0
ORD1029534,PROD107,27in 4K Gaming Monitor,Asia Pacific,South Korea,Online,Amazon,Email,3/28/2019,3/11/2019,3/29/2019,3/31/2019,,USER39625,USD,445.2,,2019.0,3.0,1.0,2019-03,2.0,0
ORD1029535,PROD104,Logitech Gaming Headset,Asia Pacific,Australia,Mobile App,Walmart,Email,4/11/2019,3/14/2019,,4/16/2019,,USER38075,USD,86.04,,2019.0,4.0,2.0,2019-04,,0
ORD1029536,PROD104,Logitech Gaming Headset,Europe,Germany,Mobile App,Amazon,Social,12/16/2022,11/26/2022,12/19/2022,12/25/2022,,USER32160,USD,162.84,,2022.0,12.0,4.0,2022-12,6.0,0
ORD1029537,PROD106,External Storage 1TB,North America,United States,In-Store,Amazon,Social,2/15/2020,2/15/2020,2/19/2020,2/24/2020,,USER26020,USD,110.83,,2020.0,2.0,1.0,2020-02,5.0,0
ORD1029538,PROD102,Microsoft Xbox Series X,North America,Mexico,Mobile App,eBay,Unknown,9/30/2021,9/2/2021,10/4/2021,10/7/2021,,USER26035,USD,959.72,,2021.0,9.0,3.0,2021-09,3.0,0
ORD1029539,PROD102,Microsoft Xbox Series X,Middle East,Israel,Online,Amazon,Email,8/5/2024,7/19/2024,8/8/2024,8/14/2024,,USER08410,USD,678.4,,2024.0,8.0,3.0,2024-08,6.0,0
ORD1029541,PROD103,Dell Gaming Laptop,Latin America,Brazil,In-Store,Amazon,Social,2/29/2020,2/18/2020,3/7/2020,3/9/2020,,USER06912,USD,2039.95,,2020.0,2.0,1.0,2020-02,2.0,0
ORD1029542,PROD103,Dell Gaming Laptop,Asia Pacific,South Korea,Online,Direct,Email,4/22/2023,4/14/2023,4/27/2023,5/3/2023,,USER08795,USD,1444.82,,2023.0,4.0,2.0,2023-04,6.0,0
ORD1029543,PROD107,27in 4K Gaming Monitor,Asia Pacific,Japan,Mobile App,Direct,Email,9/20/2020,9/20/2020,,9/30/2020,,USER47568,USD,744.87,,2020.0,9.0,3.0,2020-09,,0
ORD1029544,PROD103,Dell Gaming Laptop,Latin America,Argentina,Online,Shopify,Unknown,2/22/2021,2/13/2021,2/26/2021,3/2/2021,,726916868,USD,1961.74,,2021.0,2.0,1.0,2021-02,4.0,0
ORD1029545,PROD100,PlayStation 5,Asia Pacific,South Korea,Mobile App,Shopify,Email,7/2/2020,6/8/2020,7/6/2020,7/10/2020,,USER22273,USD,593.97,,2020.0,7.0,3.0,2020-07,4.0,0
ORD1029546,PROD101,Nintendo Switch,Europe,Italy,Mobile App,Walmart,Email,10/26/2023,10/6/2023,11/1/2023,11/6/2023,,USER12245,USD,343.29,,2023.0,10.0,4.0,2023-10,5.0,0
ORD1029547,PROD106,External Storage 1TB,Latin America,Argentina,Mobile App,Amazon,Email,1/23/2024,1/16/2024,1/26/2024,1/30/2024,,USER06922,USD,108.42,,2024.0,1.0,1.0,2024-01,4.0,0
ORD1029548,PROD105,Dell Gaming Mouse,Europe,United Kingdom,Mobile App,Shopify,Email,3/14/2023,3/3/2023,3/17/2023,3/20/2023,,USER02892,USD,55.8,,2023.0,3.0,1.0,2023-03,3.0,0
ORD1029549,PROD102,Microsoft Xbox Series X,Europe,United Kingdom,Online,Amazon,Social,1/28/2023,1/24/2023,2/2/2023,2/6/2023,,USER09096,USD,504.69,,2023.0,1.0,1.0,2023-01,4.0,0
ORD1029550,PROD100,PlayStation 5,Asia Pacific,Japan,Partner,Walmart,Email,9/24/2023,8/27/2023,9/30/2023,10/4/2023,,USER09745,USD,670.12,,2023.0,9.0,3.0,2023-09,4.0,0
