Order_id,ProductID_clean,User_id,MarketingChannel,Purchase Platform,Product_Name,Region,AccountCreationMethod,CountryCode,Currency_extracted,Price_USD,Purchase Ts,Created On,Ship Ts,Delivery Ts,Refund Ts,Time_To_ship
ORD00063702,PROD9087,USER0000014,Email Marketing,Mobile Web,Electronics - Smart Watch,Europe,Email,EU,EUR,197.085308,5/12/2021,11/14/2020,5/15/2021,5/19/2021,,3
ORD00066959,PROD2049,USER0000002,Organic Search,Mobile Web,Electronics - Keyboard,South America,Email,BR,BRL,170.8106774,7/29/2021,5/6/2021,,,,
ORD00095607,PROD8388,USER0000002,Affiliate,Mobile Web,Electronics - HDMI Cable,Europe,Email,DE,EUR,179.3364928,12/31/2025,9/24/2025,1/1/2026,1/6/2026,,1
ORD00026604,PROD6073,USER0000011,Facebook,Mobile Web,Fashion - Sneakers,North America,Apple ID,US,USD,74.82,9/20/2019,5/24/2019,9/23/2019,9/28/2019,9/30/2019,3
ORD00038864,PROD9451,USER0000003,Paid Search,Mobile Web,Sports - Gym Bag,North America,Google OAuth,US,USD,72.75,2/23/2020,1/11/2020,2/24/2020,2/26/2020,,1
ORD00029901,PROD4994,USER0000002,Instagram,Mobile Web,Fashion - Hat,North America,Google OAuth,US,USD,49.91,10/29/2019,10/12/2019,10/30/2019,11/3/2019,,1
ORD00005048,PROD1187,USER0000002,Organic Search,Mobile Web,Electronics - Laptop Stand,North America,Email,CA,CAD,153.1181519,2/14/2019,1/1/2019,,,,
ORD00025697,PROD8329,USER0000002,Direct,Mobile Web,Home - Curtains,Asia Pacific,Google OAuth,AU,AUD,47.38557411,9/10/2019,8/27/2019,9/16/2019,9/23/2019,,6
ORD00001044,PROD0000,USER0000008,Organic Search,Mobile Web,Sports - Resistance Bands,Europe,Apple ID,GB,GBP,,1/10/2019,1/5/2019,1/13/2019,1/18/2019,,3
ORD00088948,PROD8349,USER0000010,Organic Search,Mobile App,Beauty - Body Lotion,Europe,Google OAuth,EU,EUR,43.35308055,2/9/2024,10/14/2023,,,,
ORD00055350,PROD9697,USER0000003,Email Marketing,Mobile App,Sports - Water Bottle,North America,Google OAuth,CA,CAD,80.8659134,11/17/2020,10/7/2020,11/18/2020,11/25/2020,,1
ORD00095514,PROD3698,USER0000003,Organic Search,Desktop,Sports - Protein Powder,South America,Unknown,MX,MXN,83.52719376,12/31/2025,12/31/2025,1/6/2026,1/12/2026,,6
ORD00028384,PROD3512,USER0000005,Facebook,Mobile Web,Fashion - Belt,Europe,Apple ID,GB,GBP,64.92291444,10/12/2019,7/26/2019,,,,
ORD00066549,PROD0000,USER0000002,Organic Search,Desktop,Electronics - Portable Charger,North America,Unknown,US,USD,86.97,7/19/2021,7/19/2021,7/20/2021,7/23/2021,,1
ORD00059637,PROD6618,USER0000004,Organic Search,Desktop,Fashion - Dress,Asia Pacific,Email,IN,INR,109.033803,2/11/2021,9/7/2020,2/13/2021,2/21/2021,,2
ORD00089854,PROD5118,USER0000004,Paid Search,Mobile Web,Beauty - Lipstick,North America,Google OAuth,US,USD,50.62,4/18/2024,1/24/2024,4/20/2024,4/24/2024,,2
ORD00014536,PROD6289,USER0000060,Paid Search,Desktop,Electronics - Webcam,Asia Pacific,Apple ID,AU,AUD,136.0422262,5/15/2019,5/4/2019,5/19/2019,5/26/2019,,4
ORD00095316,PROD7955,USER0000206,Facebook,Mobile Web,Fashion - Jeans,North America,Google OAuth,US,USD,67.53,12/31/2025,12/31/2025,1/3/2026,1/6/2026,,3
ORD00011200,PROD1510,USER0000005,Direct,Mobile Web,Food - Hot Sauce,Asia Pacific,Unknown,JP,JPY,32.99891065,4/11/2019,4/5/2019,4/13/2019,4/19/2019,,2
ORD00056872,PROD2500,USER0000002,Organic Search,Mobile Web,Fashion - Hoodie,North America,Google OAuth,US,USD,29.98,12/16/2020,11/16/2020,12/17/2020,12/21/2020,,1
ORD00080656,PROD8184,USER0002260,Organic Search,Mobile Web,Beauty - Face Moisturizer,North America,Google OAuth,US,USD,46.49,10/27/2022,10/18/2022,10/29/2022,11/4/2022,,2
ORD00066911,PROD5917,USER0000014,Facebook,Desktop,Electronics - Keyboard,North America,Email,US,USD,109.06,7/28/2021,6/3/2021,,,,
ORD00097520,PROD7870,USER0001810,Direct,Desktop,Beauty - Face Mask,North America,Unknown,US,USD,41.18,12/31/2025,12/31/2025,1/1/2026,1/4/2026,,1
ORD00084488,PROD9996,USER0000002,Affiliate,Desktop,Toys - LEGO Set,North America,Facebook OAuth,US,USD,100,5/2/2023,4/10/2023,,,,
ORD00005780,PROD5578,USER0000004,Paid Search,Mobile Web,Electronics - Keyboard,South America,Unknown,BR,BRL,223.6578095,2/20/2019,2/20/2019,2/21/2019,2/27/2019,,1
ORD00075551,PROD5045,USER0000002,Facebook,Mobile Web,Fashion - Belt,Europe,Email,FR,EUR,72.27488148,4/12/2022,12/15/2021,4/14/2022,4/18/2022,,2
ORD00026317,PROD6006,USER0000002,Paid Search,Desktop,Electronics - Laptop Stand,Middle East,Facebook OAuth,AE,AED,110.2941151,9/17/2019,5/4/2019,9/23/2019,8/10/2019,,6
ORD00059457,PROD7634,USER0000002,Email Marketing,Mobile App,Fashion - Backpack,North America,Google OAuth,US,USD,50.62,2/8/2021,9/11/2020,2/10/2021,2/14/2021,,2
ORD00025996,PROD4324,USER0000002,Paid Search,Mobile Web,Beauty - Face Mask,North America,Email,US,USD,39.61,9/13/2019,9/12/2019,9/17/2019,9/20/2019,,4
ORD00007896,PROD1324,USER0000011,Email Marketing,Desktop,Electronics - Webcam,North America,Unknown,US,USD,157.15,3/11/2019,3/11/2019,3/13/2019,3/16/2019,3/17/2019,2
ORD00007302,PROD3093,USER0000353,Direct,Desktop,Sports - Resistance Bands,Asia Pacific,Unknown,AU,AUD,194.1334825,3/6/2019,3/6/2019,3/7/2019,3/14/2019,,1
ORD00036911,PROD4939,USER0000052,Organic Search,Mobile Web,Electronics - HDMI Cable,Europe,Google OAuth,EU,EUR,135.9123222,1/26/2020,1/22/2020,1/29/2020,2/5/2020,,3
ORD00061659,PROD1302,USER0000002,Display Ads,Mobile Web,Toys - Action Figure,North America,Email,US,USD,44.8,3/27/2021,1/24/2021,3/29/2021,4/2/2021,,2
ORD00054421,PROD3219,USER0000003,Direct,Mobile Web,Food - Hot Sauce,Europe,Facebook OAuth,EU,EUR,28.43601894,10/31/2020,11/1/2019,11/3/2020,7/11/2020,,3
ORD00085922,PROD8625,USER0000002,Organic Search,Desktop,Sports - Fitness Tracker,North America,Email,US,USD,73.77,7/23/2023,7/20/2023,7/26/2023,7/29/2023,,3
ORD00070480,PROD5211,USER0000002,Paid Search,Desktop,Electronics - Portable Charger,South America,Google OAuth,BR,BRL,113.0045194,11/2/2021,10/15/2021,,,,
ORD00028082,PROD9122,USER0024918,YouTube,Desktop,Fashion - Hat,North America,Email,US,USD,82.28,10/8/2019,9/15/2019,10/9/2019,10/14/2019,,1
ORD00084313,Unknown,USER0000050,Organic Search,Mobile App,Home - Towel Set,Asia Pacific,Email,JP,JPY,120.8261215,4/22/2023,12/30/2022,4/24/2023,4/29/2023,,2
ORD00093296,PROD8135,USER0000003,Facebook,Desktop,Sports - Yoga Mat,North America,Apple ID,US,USD,55.56,4/4/2025,10/9/2024,4/5/2025,4/9/2025,,1
ORD00079374,PROD3372,USER0000002,Direct,Mobile Web,Electronics - HDMI Cable,Europe,Apple ID,DE,EUR,203.1398103,9/2/2022,4/12/2022,9/4/2022,9/10/2022,9/11/2022,2
ORD00085081,PROD6204,USER0000002,Organic Search,Desktop,Electronics - Wireless Earbuds,North America,Apple ID,US,USD,108.28,6/4/2023,5/21/2023,6/7/2023,6/13/2023,,3
ORD00024804,PROD9937,USER0000002,Instagram,Mobile Web,Electronics - Bluetooth Speaker,Asia Pacific,Facebook OAuth,JP,JPY,123.7692232,8/31/2019,7/24/2019,1/9/2019,6/9/2019,,1
ORD00026622,PROD6701,USER0000002,Direct,Mobile App,Fashion - Hat,Asia Pacific,Apple ID,AU,AUD,129.2333839,9/20/2019,8/28/2019,9/21/2019,9/25/2019,,1
ORD00088309,PROD8027,USER0000002,Direct,Mobile Web,Beauty - Eye Shadow Palette,North America,Unknown,US,USD,29.91,12/22/2023,12/22/2023,12/24/2023,12/26/2023,,2
ORD00052810,PROD5233,USER0000007,Organic Search,Mobile App,Home - Curtains,Middle East,Email,AE,AED,71.4025038,10/1/2020,9/22/2020,10/6/2020,10/15/2020,,5
ORD00044103,PROD6904,USER0000004,Organic Search,Desktop,Sports - Dumbbells,Europe,Google OAuth,DE,EUR,137.5473933,5/10/2020,3/9/2020,5/14/2020,5/22/2020,,4
ORD00008620,PROD3748,USER0000027,Direct,Mobile App,Electronics - Keyboard,Asia Pacific,Unknown,JP,JPY,187.4627526,3/18/2019,3/18/2019,3/19/2019,3/25/2019,,1
ORD00013133,PROD7875,USER0000002,Facebook,Mobile Web,Fashion - T-Shirt,Europe,Email,GB,GBP,104.4895528,4/30/2019,3/27/2019,5/3/2019,5/10/2019,,3
ORD00072715,PROD5571,USER0000005,Facebook,Mobile Web,Fashion - T-Shirt,Asia Pacific,Email,JP,JPY,63.46872675,1/8/2022,11/9/2021,1/11/2022,1/15/2022,,3
ORD00035617,PROD6154,USER0000004,Paid Search,Desktop,Sports - Gym Bag,Asia Pacific,Facebook OAuth,AU,AUD,124.6138573,1/9/2020,10/12/2019,,,,
ORD00062628,PROD6563,USER0000243,Direct,Mobile Web,Fashion - Jacket,Europe,Google OAuth,FR,EUR,69.99999997,4/17/2021,4/7/2021,4/20/2021,4/23/2021,,3
ORD00012111,PROD5237,USER0000002,Email Marketing,Desktop,Home - Towel Set,South America,Facebook OAuth,BR,BRL,35.77008524,4/20/2019,2/13/2019,4/24/2019,5/3/2019,,4
ORD00063603,PROD9797,USER0000004,Direct,Mobile Web,Home - Picture Frame,Asia Pacific,Facebook OAuth,SG,SGD,134.932457,5/10/2021,3/17/2021,,,,
ORD00089880,PROD3220,USER0000002,YouTube,Mobile Web,Toys - Doll,North America,Apple ID,US,USD,27.49,4/20/2024,4/13/2024,4/22/2024,4/24/2024,,2
ORD00094010,PROD2872,USER0000004,Direct,Mobile Web,Home - Picture Frame,North America,Facebook OAuth,US,USD,55.39,7/5/2025,6/28/2025,,,,
ORD00043450,PROD3681,USER0000002,Referral,Mobile Web,Electronics - Wireless Earbuds,South America,Google OAuth,MX,MXN,73.70898562,4/29/2020,3/10/2020,5/2/2020,5/10/2020,,3
ORD00073876,PROD2207,USER0000002,Email Marketing,Desktop,Fashion - Dress,Asia Pacific,Phone,SG,SGD,,2/13/2022,2/3/2022,2/14/2022,2/21/2022,,1
ORD00017365,PROD8259,USER0000312,Paid Search,Desktop,Beauty - Body Lotion,Europe,Google OAuth,NL,EUR,42.93838861,6/11/2019,3/26/2019,6/12/2019,6/17/2019,,1
ORD00088968,PROD2387,USER0000002,Email Marketing,Mobile Web,Electronics - Screen Protector,Asia Pacific,Facebook OAuth,AU,AUD,113.1571477,2/10/2024,11/14/2023,2/13/2024,2/20/2024,,3
ORD00005344,PROD7292,USER0000002,Paid Search,Desktop,Electronics - USB Cable,South America,Unknown,AR,ARS,28.39343947,2/16/2019,2/16/2019,,,,
ORD00090902,PROD4905,USER0000002,Paid Search,Mobile Web,Beauty - Face Mask,North America,Google OAuth,US,USD,15.81,7/19/2024,4/11/2024,,,,
ORD00085471,PROD8670,USER0000004,Organic Search,Mobile Web,Toys - Action Figure,Asia Pacific,Facebook OAuth,SG,SGD,53.81776968,6/25/2023,4/26/2023,6/26/2023,7/5/2023,,1
ORD00033966,PROD7946,USER0000003,Facebook,Desktop,Home - Bed Sheets,North America,Email,CA,CAD,75.11857625,12/18/2019,6/28/2019,12/19/2019,12/23/2019,,1
ORD00013083,PROD7577,USER0000008,Organic Search,Desktop,Home - Bed Sheets,Asia Pacific,Google OAuth,AU,AUD,35.41164764,4/30/2019,2/14/2019,,,,
ORD00022936,PROD7550,USER0000880,Organic Search,Desktop,Beauty - Shampoo,Europe,Apple ID,FR,EUR,42.03791467,8/10/2019,7/30/2019,,,,
ORD00023797,PROD6530,USER0000003,Affiliate,Desktop,Toys - Doll,North America,Unknown,US,USD,35.24,8/20/2019,8/20/2019,8/21/2019,8/24/2019,,1
ORD00062668,PROD9076,USER0000010,Affiliate,Mobile Web,Beauty - Face Mask,North America,Email,US,USD,51.19,4/18/2021,4/13/2021,4/21/2021,4/28/2021,,3
ORD00037497,PROD7426,USER0000002,Facebook,Desktop,Home - Rug,Europe,Facebook OAuth,DE,EUR,73.67298575,2/4/2020,2/4/2020,,,,
ORD00078655,PROD8065,USER0000015,Organic Search,Mobile Web,  Electronics - Screen Protector  ,North America,Apple ID,US,USD,102.01,8/5/2022,6/12/2022,8/9/2022,8/14/2022,,4
ORD00003031,PROD8126,USER0000002,Organic Search,Mobile Web,Food - Tea Set,North America,Email,US,USD,35.66,1/27/2019,1/22/2019,,,,
ORD00085251,PROD5964,USER0000004,Organic Search,Mobile Web,Fashion - Hat,Asia Pacific,Email,SG,SGD,97.91096296,6/12/2023,5/14/2023,6/14/2023,6/19/2023,,2
ORD00098581,PROD6977,USER0000022,Facebook,Desktop,Food - Coffee Beans,Asia Pacific,Google OAuth,AU,AUD,31.54314832,12/31/2025,11/24/2025,1/9/2026,1/19/2026,1/26/2026,9
ORD00024666,PROD6550,USER0000002,Facebook,Mobile Web,Electronics - Bluetooth Speaker,North America,Google OAuth,US,USD,127.13,8/29/2019,8/14/2019,8/31/2019,9/3/2019,,2
ORD00024586,Unknown,USER0000003,Direct,Mobile App,Beauty - Face Moisturizer,Asia Pacific,Email,AU,AUD,33.97335943,8/28/2019,7/4/2019,8/29/2019,9/4/2019,,1
ORD00090147,PROD9348,USER0000002,Email Marketing,Desktop,Beauty - Serum,North America,Google OAuth,CA,CAD,44.00671545,12/5/2024,3/22/2024,5/17/2024,5/20/2024,,5
ORD00086930,PROD4038,USER0000002,Paid Search,Desktop,Sports - Gym Bag,North America,Email,US,USD,116.33,9/22/2023,6/12/2023,9/21/2023,10/1/2023,,5
ORD00049674,PROD1074,USER0000004,Instagram,Mobile Web,Fashion - Sunglasses,Asia Pacific,Email,AU,AUD,62.65410166,8/9/2020,6/12/2020,8/12/2020,8/16/2020,,3
ORD00092508,PROD6889,USER0000003,Direct,Desktop,Home - Bed Sheets,Europe,Phone,DE,EUR,85.22511844,1/2/2025,10/17/2024,1/3/2025,1/7/2025,,1
ORD00093408,PROD5805,USER0000016,Direct,Desktop,Electronics - Wireless Earbuds,Europe,Facebook OAuth,FR,EUR,272.5118482,4/18/2025,3/11/2025,4/24/2025,4/28/2025,,6
ORD00024805,PROD5346,USER0000010,Paid Search,Desktop,Beauty - Face Mask,Asia Pacific,Email,AU,AUD,74.45089904,8/31/2019,7/16/2019,9/1/2019,9/8/2019,,1
ORD00073647,PROD6825,USER0000057,Referral,Desktop,Toys - Doll,South America,Google OAuth,BR,BRL,29.17017711,2/7/2022,11/18/2021,,,,
ORD00042197,PROD6518,USER0000002,Organic Search,Desktop,Beauty - Lipstick,Asia Pacific,Email,AU,AUD,67.66331232,4/11/2020,2/27/2020,4/12/2020,4/16/2020,,1
ORD00074866,PROD7085,USER0000004,Social Media - TikTok,Mobile Web,Electronics - Screen Protector,North America,Google OAuth,US,USD,61.73,3/21/2022,3/3/2022,3/26/2022,4/2/2022,,5
ORD00088266,PROD5806,USER0000002,Paid Search,Desktop,Books - Mystery Novel,Africa,Facebook OAuth,NG,NGN,9.033817383,12/20/2023,9/20/2023,12/21/2023,1/2/2024,,1
ORD00050486,PROD5765,USER0000003,Organic Search,Mobile App,Beauty - Face Moisturizer,Africa,Facebook OAuth,NG,NGN,15.92683933,8/22/2020,5/22/2020,8/24/2020,9/2/2020,,2
ORD00017191,PROD1889,USER0000009,Organic Search,Mobile Web,Home - Throw Pillow,Europe,Google OAuth,DE,EUR,162.4052132,6/10/2019,2/22/2019,6/12/2019,6/16/2019,,2
ORD00067932,PROD1435,USER0000007,Facebook,Mobile Web,Electronics - USB Cable,Europe,Apple ID,FR,EUR,272.5118482,8/24/2021,7/28/2021,8/27/2021,8/30/2021,,3
ORD00090504,PROD5166,USER0000002,Facebook,Mobile Web,Toys - Board Game,North America,Unknown,US,USD,42.81,6/13/2024,6/13/2024,6/21/2024,6/23/2024,,8
ORD00082331,PROD3167,USER0000003,Organic Search,Mobile Web,Fashion - Dress,North America,Email,US,USD,71.67,1/10/2023,12/20/2022,1/12/2023,1/18/2023,,2
ORD00073960,PROD6037,USER0000002,Direct,Mobile App,Books - Cookbook,North America,Apple ID,US,USD,24.98,2/16/2022,1/17/2022,2/24/2022,3/1/2022,,8
ORD00007336,PROD5342,USER0000047,Paid Search,Desktop,Beauty - Eye Shadow Palette,Europe,Google OAuth,FR,EUR,44.04028434,3/6/2019,2/24/2019,3/8/2019,3/11/2019,,2
ORD00072928,PROD8085,USER0000002,Organic Search,Desktop,Fashion - Sunglasses,North America,Email,US,USD,72.76,1/15/2022,11/4/2021,1/21/2022,1/24/2022,,6
ORD00005271,PROD4646,USER0000004,Email Marketing,Desktop,Fashion - Backpack,North America,Unknown,US,USD,93.65,2/16/2019,2/16/2019,2/19/2019,2/22/2019,2/27/2019,3
ORD00080512,PROD6028,USER0000027,Direct,Desktop,Sports - Dumbbells,South America,Unknown,AR,ARS,24.4554528,10/21/2022,10/21/2022,10/23/2022,10/31/2022,,2
ORD00010539,PROD1740,USER0000007,Affiliate,Desktop,Sports - Water Bottle,North America,Email,US,USD,105.52,4/5/2019,4/2/2019,4/6/2019,4/8/2019,,1
ORD00052115,PROD9274,USER0000002,Instagram,Mobile Web,Sports - Dumbbells,Europe,Email,FR,EUR,129.2180094,9/19/2020,9/10/2020,9/27/2020,10/1/2020,,8
ORD00058681,PROD6955,USER0000004,Facebook,Mobile App,Beauty - Body Lotion,Europe,Apple ID,ES,EUR,26.97867297,1/22/2021,10/13/2020,1/25/2021,2/2/2021,,3
ORD00002955,PROD6963,USER0000005,Organic Search,Mobile Web,Electronics - Mouse,Europe,Facebook OAuth,ES,EUR,112.0379146,1/26/2019,1/18/2019,1/30/2019,2/7/2019,,4
ORD00040962,PROD9108,USER0000006,Facebook,Mobile App,Beauty - Face Moisturizer,North America,Email,CA,CAD,28.61939316,3/25/2020,3/5/2020,3/28/2020,4/3/2020,,3
ORD00000778,PROD7594,USER0000010,Direct,Mobile App,Home - Coffee Maker,North America,Email,US,USD,129.13,1/7/2019,1/1/2019,1/8/2019,1/15/2019,,1
ORD00052932,PROD1449,USER0000004,Organic Search,Desktop,  Electronics - Laptop Stand  ,Europe,Facebook OAuth,ES,EUR,247.1682463,10/4/2020,7/15/2020,10/14/2020,10/20/2020,,10
ORD00013936,PROD5313,USER0000020,Influencer,Desktop,Electronics - Smart Watch,Europe,Google OAuth,FR,EUR,213.7440757,5/9/2019,4/11/2019,5/10/2019,5/14/2019,,1
ORD00092737,PROD1052,USER0000003,Direct,Mobile Web,Home - Lamp,Asia Pacific,Unknown,AU,AUD,51.33201023,1/31/2025,1/31/2025,2/2/2025,2/6/2025,,2
ORD00012142,PROD0000,USER0000005,Paid Search,Mobile Web,Sports - Running Shoes,Asia Pacific,Email,SG,SGD,75.38922415,4/21/2019,2/11/2019,4/23/2019,4/29/2019,,2
ORD00010592,PROD6426,USER0000017,Instagram,Desktop,Fashion - Hoodie,South America,Email,MX,MXN,48.07826417,4/5/2019,2/26/2019,4/7/2019,4/14/2019,,2
ORD00010485,PROD1870,USER0000002,Organic Search,Desktop,Fashion - Scarf,Asia Pacific,Facebook OAuth,AU,AUD,49.63157097,4/4/2019,3/11/2019,4/8/2019,4/15/2019,,4
ORD00030421,PROD5173,USER0000003,Paid Search,Mobile Web,Beauty - Face Moisturizer,South America,Facebook OAuth,BR,BRL,41.65007303,11/5/2019,10/15/2019,,,,
ORD00062730,PROD6897,USER0000003,Direct,Mobile Web,Food - Snack Mix,North America,Google OAuth,US,USD,30.15,4/20/2021,11/11/2020,4/21/2021,4/24/2021,,1
ORD00023315,PROD8027,USER0000004,Direct,Desktop,Beauty - Face Mask,North America,Apple ID,US,USD,38.96,8/14/2019,6/15/2019,8/16/2019,8/20/2019,,2
ORD00003048,PROD2731,USER0000003,Paid Search,Mobile Web,Beauty - Eye Shadow Palette,Asia Pacific,Email,SG,SGD,59.77288486,1/27/2019,1/3/2019,,,,
ORD00026187,PROD5419,USER0000007,Direct,Desktop,Fashion - Hat,North America,Apple ID,US,USD,62.47,9/15/2019,4/30/2019,,,,
ORD00010850,PROD7882,USER0000003,Direct,Desktop,Fashion - Hoodie,Europe,Email,DE,EUR,64.63270139,4/8/2019,3/18/2019,4/11/2019,4/16/2019,,3
ORD00072511,PROD2103,USER0000002,Organic Search,Mobile Web,Fashion - Hat,South America,Google OAuth,BR,BRL,95.98299825,1/1/2022,9/20/2021,3/1/2022,1/13/2022,1/14/2022,2
ORD00038848,PROD3911,USER0000035,Instagram,Desktop,Home - Coffee Maker,Europe,Email,ES,EUR,133.4123222,2/23/2020,5/21/2019,2/24/2020,2/28/2020,,1
ORD00042520,PROD7600,USER0000004,Direct,Desktop,Electronics - Phone Case,North America,Email,US,USD,,4/16/2020,2/13/2020,4/17/2020,4/20/2020,,1
ORD00012480,PROD4382,USER0000002,Direct,Desktop,Books - Sci-Fi Novel,Middle East,Google OAuth,SA,SAR,15.1111935,4/24/2019,1/1/2019,,,,
ORD00014039,PROD1979,USER0003039,Organic Search,Desktop,Electronics - Keyboard,Europe,Google OAuth,GB,GBP,93.64194802,5/10/2019,4/12/2019,,,,
ORD00055498,PROD1270,USER0000004,Referral,Mobile Web,Food - Hot Sauce,North America,Google OAuth,US,USD,19.66,11/20/2020,9/30/2020,11/23/2020,11/26/2020,,3
ORD00023221,PROD4271,USER0000002,Paid Search,Mobile Web,Home - Picture Frame,South America,Google OAuth,BR,BRL,105.1256038,8/13/2019,6/7/2019,8/16/2019,8/24/2019,,3
ORD00066083,PROD6768,USER0000005,Paid Search,Mobile Web,Electronics - Keyboard,Middle East,Email,SA,SAR,161.4473833,7/8/2021,5/6/2021,7/9/2021,7/16/2021,,1
ORD00092107,PROD7198,USER0000002,Email Marketing,Mobile App,Sports - Running Shoes,Europe,Apple ID,DE,EUR,91.4218009,11/19/2024,11/2/2024,11/22/2024,11/27/2024,,3
ORD00042306,PROD3876,USER0000003,Organic Search,Mobile Web,Electronics - Phone Case,South America,Email,MX,MXN,169.9893367,4/13/2020,4/3/2020,,,,
ORD00020950,PROD1974,USER0010882,Display Ads,Desktop,Beauty - Lipstick,Europe,Email,DE,EUR,43.31753552,7/20/2019,3/19/2019,7/22/2019,7/25/2019,7/26/2019,2
ORD00029515,PROD8695,USER0000005,Paid Search,Mobile Web,Sports - Protein Powder,Europe,Unknown,NL,EUR,132.120853,10/25/2019,10/25/2019,10/29/2019,11/1/2019,,4
ORD00094688,PROD4339,USER0000012,Organic Search,Desktop,Beauty - Face Moisturizer,North America,Email,US,USD,35,10/18/2025,9/1/2025,10/20/2025,10/23/2025,,2
ORD00008286,PROD6810,USER0000002,Facebook,Desktop,Electronics - Bluetooth Speaker,North America,Google OAuth,US,USD,194.35,3/15/2019,1/1/2019,3/19/2019,3/22/2019,,4
ORD00072185,PROD7311,USER0000002,Organic Search,Mobile Web,Beauty - Serum,Europe,Email,EU,EUR,33.68483411,12/23/2021,12/22/2021,12/24/2021,12/29/2021,,1
ORD00071954,PROD6796,USER0000002,Organic Search,Mobile App,Fashion - Dress,Europe,Google OAuth,GB,GBP,95.79790946,12/16/2021,7/16/2021,12/18/2021,12/23/2021,,2
ORD00047759,PROD7817,USER0000015,Affiliate,Desktop,Food - Hot Sauce,Asia Pacific,Unknown,JP,JPY,30.64852374,7/7/2020,7/7/2020,7/10/2020,7/18/2020,,3
ORD00066381,PROD4178,USER0000002,Paid Search,Desktop,Sports - Yoga Mat,Europe,Google OAuth,DE,EUR,148.163507,7/15/2021,4/5/2021,7/16/2021,7/22/2021,,1
ORD00013932,PROD1103,USER0000002,Organic Search,Mobile Web,Toys - Doll,Europe,Google OAuth,DE,EUR,41.96682462,5/8/2019,2/3/2019,5/10/2019,5/16/2019,5/26/2019,2
ORD00039889,PROD3833,USER0000003,Direct,Desktop,Beauty - Lipstick,Europe,Facebook OAuth,FR,EUR,87.20379143,3/9/2020,2/10/2020,3/10/2020,3/16/2020,,1
ORD00089423,PROD9609,USER0000002,Organic Search,Mobile App,Food - Snack Mix,Asia Pacific,Facebook OAuth,AU,AUD,26.25053111,3/15/2024,12/30/2023,3/18/2024,3/25/2024,,3
ORD00019784,PROD7116,USER0000002,Organic Search,Desktop,Toys - Board Game,Europe,Facebook OAuth,DE,EUR,74.18246442,7/7/2019,5/31/2019,7/8/2019,7/13/2019,,1
ORD00017247,PROD2354,USER0000016,Direct,Desktop,Electronics - Smart Watch,Europe,Unknown,GB,GBP,224.0843952,6/10/2019,6/10/2019,6/13/2019,6/21/2019,,3
ORD00044237,PROD9800,USER0000002,Facebook,Mobile Web,Toys - Puzzle,North America,Google OAuth,US,USD,50.92,5/12/2020,10/1/2020,5/14/2020,5/17/2020,,2
ORD00075323,PROD8800,USER0000006,Paid Search,Mobile Web,Food - Tea Set,North America,Email,US,USD,60,4/5/2022,12/1/2021,,,,
ORD00046642,PROD3649,USER0000007,Organic Search,Mobile Web,Electronics - Wireless Earbuds,Europe,Apple ID,IT,EUR,117.6540284,6/19/2020,5/31/2020,,,,
ORD00005390,PROD1902,USER0000002,Email Marketing,Desktop,Sports - Dumbbells,Asia Pacific,Facebook OAuth,IN,INR,94.99867465,2/17/2019,2/11/2019,2/19/2019,2/26/2019,,2
ORD00020348,PROD1848,USER0000002,Direct,Mobile App,Fashion - Dress,North America,Unknown,US,USD,47.61,7/13/2019,7/13/2019,7/19/2019,7/21/2019,,6
ORD00092562,PROD3800,USER0000002,Email Marketing,Mobile Web,Electronics - Bluetooth Speaker,North America,Apple ID,US,USD,109.42,1/8/2025,12/18/2024,1/10/2025,1/13/2025,,2
ORD00052842,PROD6721,USER0000007,Organic Search,Mobile Web,Sports - Gym Bag,Europe,Email,ES,EUR,79.66824641,10/2/2020,7/9/2020,10/5/2020,10/10/2020,,3
ORD00082925,PROD1758,USER0000005,Social Media - TikTok,Mobile Web,Electronics - Keyboard,North America,Facebook OAuth,US,USD,83.95,2/8/2023,1/30/2023,2/11/2023,2/14/2023,,3
ORD00037106,PROD8364,USER0000006,Direct,Desktop,Food - Coffee Beans,Asia Pacific,Facebook OAuth,JP,JPY,26.90211784,1/29/2020,1/19/2020,1/30/2020,2/8/2020,,1
ORD00062832,PROD6943,USER0000003,Affiliate,Desktop,Beauty - Perfume,Europe,Facebook OAuth,GB,GBP,21.84436407,4/22/2021,12/31/2020,4/27/2021,5/3/2021,,5
ORD00011194,PROD6902,USER0000008,Direct,Mobile Web,Sports - Fitness Tracker,Europe,Unknown,GB,GBP,120.5846863,4/11/2019,4/11/2019,4/13/2019,4/19/2019,,2
ORD00084576,PROD6816,USER0000004,Paid Search,Desktop,Home - Candle,North America,Email,US,USD,82.42,5/7/2023,3/18/2023,,,,
ORD00031964,PROD4096,USER0000017,Paid Search,Desktop,Electronics - Keyboard,Asia Pacific,Email,AU,AUD,153.9039236,11/24/2019,9/23/2019,11/26/2019,12/4/2019,,2
ORD00089613,PROD4047,USER0000026,Organic Search,Desktop,Beauty - Shampoo,North America,Email,US,USD,54.42,3/31/2024,2/2/2024,4/3/2024,4/6/2024,,3
ORD00008214,PROD7021,USER0000003,Organic Search,Mobile Web,Electronics - Smart Watch,Europe,Email,GB,GBP,71.29588223,3/14/2019,1/20/2019,3/15/2019,3/20/2019,,1
